cycle,time_ps,state,lambda_meso,lambda_threo,selected_probability,energy_selected_kj_mol,meso_signed_volume_nm3,threo_signed_volume_nm3,meso_improper_deg,threo_improper_deg,bias_increment
740,12.4,7,0.7000000000000001,0.29999999999999993,0.4360985959919896,-156553.39420499705,-0.002198667474110905,0.002425079224955576,29.518482881187627,34.58900853080682,2.5
741,12.41,5,0.5,0.5,0.48534107287241557,-156598.93291666338,-0.0024767208146419385,0.0022725572892395743,31.904630998011253,30.62335903528878,2.5
742,12.42,4,0.4,0.6,0.956222166498729,-156512.7508622436,-0.002328716317953908,0.0025493687818574856,28.43928144746065,32.953497048637544,2.5
743,12.43,3,0.30000000000000004,0.7,0.8736160300634429,-156542.1917101304,-0.0021486067653612357,0.002493483066723524,28.17332363449627,37.07448286739224,2.5
744,12.44,4,0.4,0.6,0.8502387047997272,-156625.821714319,-0.0027168029958705643,0.002575673496305923,31.454403891570223,35.51227331702689,2.5
745,12.45,3,0.30000000000000004,0.7,0.5231329553557448,-156582.42421627062,-0.0025012044078892557,0.002303116131125094,32.55033223055336,36.175137042196916,2.5
746,12.46,4,0.4,0.6,0.6658533227591894,-156595.610585689,-0.002364448457585713,0.002463069502371769,30.358841672034714,31.832250687842713,2.5
747,12.47,5,0.5,0.5,0.8651405587230571,-156580.68335703074,-0.0022223154298713237,0.002656943946007148,29.06187801353556,35.405169233997505,2.5
748,12.48,5,0.5,0.5,0.22842283024512483,-156642.060688748,-0.0024878518477108075,0.002459756699323943,31.48440136672963,33.57932158064376,2.5
749,12.49,6,0.6000000000000001,0.3999999999999999,0.9688088493447596,-156590.80354231544,-0.0025509448819560857,0.0023234224076189545,31.412424563849793,35.259026356223806,2.5
750,12.5,7,0.7000000000000001,0.29999999999999993,0.5317401703403704,-156734.2562182454,-0.0022258871772097917,0.002560113066192168,27.065228589073442,35.62728697904019,2.5
751,12.51,6,0.6000000000000001,0.3999999999999999,0.8972751526677959,-156570.51722895453,-0.0022755181580337708,0.0025267249405618785,28.746540824351467,33.02034213135361,2.5
752,12.52,7,0.7000000000000001,0.29999999999999993,0.32570409163252034,-156667.66097992004,-0.002511393679960809,0.0024439141912149507,32.46612007430153,33.31036967484545,2.5
753,12.53,6,0.6000000000000001,0.3999999999999999,0.6705914403795058,-156650.5090824721,-0.0026612463314340043,0.002348039252744817,35.19645795958678,32.689127600168156,2.5
754,12.54,8,0.8,0.19999999999999996,0.09065799292470532,-156682.36799660858,-0.002156359741056344,0.0026427210619552554,27.104646477271466,35.38559343784929,2.5
755,12.55,9,0.9,0.09999999999999998,0.46095038969403024,-156929.90865583517,-0.0022439056432625236,0.002590321306015091,28.784340108511717,34.17713545629461,2.5
756,12.56,9,0.9,0.09999999999999998,0.9831498535620385,-156859.0047630469,-0.0023042003148693226,0.0024176417970458875,27.857429323346704,33.06097520156313,2.5
757,12.57,9,0.9,0.09999999999999998,0.6145510523874201,-156901.83811658068,-0.002413858880401686,0.00232776060314353,31.448002959666326,30.264038642476283,2.5
758,12.58,8,0.8,0.19999999999999996,0.7323321495733016,-156796.763607485,-0.0024090667508509258,0.0025704559292509237,30.059728890355572,33.77756618174376,2.5
759,12.59,9,0.9,0.09999999999999998,0.9011773753684023,-156844.04152083592,-0.0023844317553045444,0.00226095506490491,31.962163880495236,30.45438292372606,2.5
760,12.6,9,0.9,0.09999999999999998,0.017693571775927456,-156963.98885914107,-0.0022771298900191236,0.0023523886816840815,29.91120725740129,33.264944503254846,2.5
761,12.61,10,1.0,0.0,0.9998433814482172,-157099.530336021,-0.0026210945861545277,0.002942298173991872,30.671451494983568,36.56344450707438,2.5
762,12.62,10,1.0,0.0,0.9999996418114239,-157177.45674062232,-0.002172326853621719,0.0023077425203900086,29.14251663862432,30.362400126985566,2.5
763,12.63,10,1.0,0.0,0.9999979417421807,-157151.06528809379,-0.002445452488553712,0.0023428677121325376,32.15564929928535,28.72538238851152,2.5
764,12.64,10,1.0,0.0,0.9953265919172121,-157259.4732813213,-0.0023868789698624124,0.0027434404187612798,29.831812506694305,32.963299005803435,2.5
765,12.65,10,1.0,0.0,0.9997257312347189,-157169.4190919125,-0.0021821382594489243,0.002304502397591648,30.874007893653648,32.37789679553106,2.5
766,12.66,10,1.0,0.0,0.9999845025583937,-157204.49941433436,-0.0025709551490497693,0.002464361423852519,30.60460952856219,33.3645464344057,2.5
767,12.67,10,1.0,0.0,0.9979316928578784,-157189.40904450076,-0.002326709319391196,0.0025289505582943425,29.400061040641155,38.29704702588715,2.5
768,12.68,10,1.0,0.0,0.982074582115381,-157218.97575728348,-0.002144430535968005,0.0024973192527321464,27.205868351221675,33.12239047315908,2.5
769,12.69,10,1.0,0.0,0.6245057817721043,-157203.60572871313,-0.0024618943438314543,0.0027119303156894316,31.729254183653083,35.40764975791981,2.5
770,12.7,9,0.9,0.09999999999999998,0.9980092910433579,-156957.98571084638,-0.0023816887594013164,0.0025375818843554844,33.35061657525571,34.292801315909315,2.5
771,12.71,9,0.9,0.09999999999999998,0.9967468182037662,-157010.89344213513,-0.002461392448159485,0.0024324747290860116,31.318992942699655,31.808061337440424,2.5
772,12.72,8,0.8,0.19999999999999996,0.9643911642466005,-156774.65417870236,-0.002513948277201606,0.002624138957772163,32.564656290251556,35.19769184622512,2.5
773,12.73,8,0.8,0.19999999999999996,0.36325497918311406,-156801.11036710575,-0.002237644963515732,0.002451469653278095,29.275053286521285,33.7481328814518,2.5
774,12.74,8,0.8,0.19999999999999996,0.37506407543053094,-156777.2127837608,-0.002439495289778456,0.0024517518540994026,31.356491602850756,33.317590643684284,2.5
775,12.75,7,0.7000000000000001,0.29999999999999993,0.5065107249409733,-156646.55375982722,-0.002525437904315093,0.002399886144688985,33.11192929886685,30.23064675959832,2.5
776,12.76,9,0.9,0.09999999999999998,0.9624096272833348,-157015.15886619818,-0.0024272292202466195,0.002750765278670029,31.278930502264117,34.510991118855856,2.5
777,12.77,9,0.9,0.09999999999999998,0.5559130746563737,-157012.0714577675,-0.002541463229778845,0.0027274196340836086,32.089055144957335,33.744332687566505,2.5
778,12.78,9,0.9,0.09999999999999998,0.986781325094743,-156915.25147228682,-0.002406035862823835,0.002335188038965193,31.731575463214558,32.28987898082819,2.5
779,12.79,8,0.8,0.19999999999999996,0.6374092637693803,-156819.48448533565,-0.0024092137304961804,0.002598696151697958,30.42285135178953,35.27301670927058,2.5
780,12.8,7,0.7000000000000001,0.29999999999999993,0.7594484350940794,-156775.8439727318,-0.0024867582638168754,0.002606700694995941,33.11250177137522,36.21502796496029,2.5
781,12.81,7,0.7000000000000001,0.29999999999999993,0.6518278979098561,-156693.1300965931,-0.0024135262885836718,0.0023718410588087924,31.515047682096686,30.642907534307184,2.5
782,12.82,6,0.6000000000000001,0.3999999999999999,0.8740226512973023,-156724.70460266728,-0.0025628337009455534,0.002470332476288385,33.654119128630505,30.33700838307813,2.5
783,12.83,5,0.5,0.5,0.2929665001503705,-156661.35736708422,-0.0026764766626123596,0.002623304370488693,33.4422570463415,30.20779751776608,2.5
784,12.84,6,0.6000000000000001,0.3999999999999999,0.7328214841173959,-156676.621886057,-0.002440782191565619,0.002350620018822699,32.677794199186216,27.999095667045545,2.5
785,12.85,7,0.7000000000000001,0.29999999999999993,0.7025597198942442,-156732.0854706276,-0.002574862590521634,0.0026681631352986567,32.43743080854001,31.858712098333413,2.5
786,12.86,6,0.6000000000000001,0.3999999999999999,0.31061092310613597,-156690.23897427387,-0.0027217579499121186,0.002720938787995107,35.09283689716104,32.53218338674096,2.5
787,12.87,5,0.5,0.5,0.05206490179156677,-156551.81592949177,-0.002412985712541368,0.002521656279953893,31.4948935213224,32.23829590585918,2.5
788,12.88,4,0.4,0.6,0.9205407616002391,-156578.90937172886,-0.0024661828867516824,0.002405992388169773,33.092550806756364,31.23997448268442,2.5
789,12.89,4,0.4,0.6,0.5270528683652386,-156679.0086205053,-0.0024966090089314323,0.002549569723812713,30.583640968704913,30.82425983828523,2.5
790,12.9,5,0.5,0.5,0.10806231141476165,-156620.7151211562,-0.0023459195200524465,0.002277371307942122,30.754475647299536,27.937871814313596,2.5
791,12.91,4,0.4,0.6,0.1620418776166121,-156575.98290034867,-0.0024541225024831124,0.002344284161138753,31.900058382969863,29.59039198381643,2.5
792,12.92,1,0.1,0.9,0.5574924215349072,-156624.5783554425,-0.0029050993878506006,0.002531785784031443,38.24363032154795,30.424911709862346,2.5
793,12.93,1,0.1,0.9,0.4969399600921499,-156629.3274688696,-0.002538139029221463,0.0024364909201603454,35.054570445274905,28.890711816984528,2.5
794,12.94,1,0.1,0.9,0.8000542576739007,-156583.87702260775,-0.0025498257047791807,0.0025795368015618988,32.990072790478024,29.20200950573819,2.5
795,12.95,2,0.2,0.8,0.5807863301581763,-156646.11698517646,-0.0026507849780829282,0.0024775280843087615,33.121746345211676,28.507921648246818,2.5
796,12.96,1,0.1,0.9,0.4286374861569876,-156622.1657789843,-0.0026274648401701786,0.00256331572058396,32.004812802716266,32.1641470397856,2.5
797,12.97,2,0.2,0.8,0.887427734830073,-156644.47173745718,-0.002728123986465598,0.002404771582606234,35.11654700304249,29.335704742458027,2.5
798,12.98,2,0.2,0.8,0.1904388549852893,-156611.3410315687,-0.002488509666080997,0.0024563040321384628,33.16551957820414,29.96182270743645,2.5
799,12.99,3,0.30000000000000004,0.7,0.9650615596470815,-156537.52885552513,-0.002654933570367331,0.0025497512971638307,37.12977067537539,29.704893847642072,2.5
800,13.0,3,0.30000000000000004,0.7,0.9672426686767449,-156592.7903609731,-0.0024644038897293076,0.0027257507535769195,31.84734990135554,33.15661314959581,2.5
801,13.01,3,0.30000000000000004,0.7,0.647004091490741,-156496.3283107175,-0.0026972259203390213,0.0022085171443771263,35.30136969139591,27.1446073662204,2.5
802,13.02,5,0.5,0.5,0.06289640554308558,-156666.5824681538,-0.002801003964668574,0.0024324222584674324,33.4505959617646,28.882764366666084,2.5
803,13.03,6,0.6000000000000001,0.3999999999999999,0.305670968361256,-156605.64691190573,-0.0023778890813449475,0.002562118839526707,32.545115015031904,30.866799149049076,2.5
804,13.04,7,0.7000000000000001,0.29999999999999993,0.8350690081903022,-156722.2295246182,-0.002325105693923041,0.002630443307672228,31.28410315444204,33.88239813193212,2.5
805,13.05,8,0.8,0.19999999999999996,0.9859936115348167,-156884.1031550467,-0.002873709510060989,0.002362619015683913,35.73089321907039,29.78454203132162,2.5
806,13.06,8,0.8,0.19999999999999996,0.877021448287563,-156736.72000375317,-0.00242568616095274,0.0024366565086330035,30.572585485592796,33.10533719683276,2.5
807,13.07,9,0.9,0.09999999999999998,0.5056132298203347,-157009.79563074678,-0.0023932157640848438,0.002865499832135154,31.773186713513148,36.022898015365605,2.5
808,13.08,10,1.0,0.0,0.15431218845208766,-157168.20095646754,-0.002410965697812172,0.0027430999427580267,32.744081247144166,35.12484862289991,2.5
809,13.09,10,1.0,0.0,0.969925143491394,-157091.99646516395,-0.002413721910776882,0.002302961496541205,31.558446058595145,33.48553770093247,2.5
810,13.1,10,1.0,0.0,0.9840284311194867,-157230.25952590833,-0.0026024579341495484,0.0024107848201471234,29.507842115382484,32.24362650462945,2.5
811,13.11,9,0.9,0.09999999999999998,0.6445608449783461,-156925.21089442517,-0.0019969085110733385,0.0024837224917604642,26.841699328671858,36.27496818756182,2.5
812,13.12,9,0.9,0.09999999999999998,0.948123205495664,-157064.76123010542,-0.002355054233903131,0.002910556772610132,29.641789694442743,38.67877560095582,2.5
813,13.13,8,0.8,0.19999999999999996,0.9655934570260543,-156776.62956159058,-0.0026822502737079918,0.002705133093732049,34.09039536298389,39.29035157985767,2.5
814,13.14,7,0.7000000000000001,0.29999999999999993,0.8994818824233222,-156736.85225457666,-0.0023349755573453053,0.0019735105913278963,31.4020969208711,30.150030079316373,2.5
815,13.15,6,0.6000000000000001,0.3999999999999999,0.8310926499167876,-156677.6689087193,-0.002207442707425689,0.0024585323146861494,26.97667872159712,32.477970362372446,2.5
816,13.16,4,0.4,0.6,0.8925762737901014,-156680.4764148416,-0.002100440492711095,0.0025428985846167556,27.532530486631046,29.70306565310977,2.5
817,13.17,4,0.4,0.6,0.27246155453556065,-156666.39404039766,-0.00230355484092052,0.002413105465410983,30.667622029564324,30.799202922357523,2.5
818,13.18,5,0.5,0.5,0.7827237678013653,-156583.35259756236,-0.0029256137787809743,0.002519885938399298,35.78036374562308,33.41017995419405,2.5
819,13.19,3,0.30000000000000004,0.7,0.8544079049276528,-156776.00931919913,-0.0023548087053933972,0.0025088496495730885,30.034632590223335,34.70854116758345,2.5
820,13.2,2,0.2,0.8,0.1785525624134502,-156620.32631504434,-0.001969953032081592,0.0023636116940572126,25.668074365411513,31.79145123678152,2.5
821,13.21,2,0.2,0.8,0.6382803579636704,-156838.01819798432,-0.0022688086964207745,0.002428005691946215,26.96607947191738,35.399823974960036,2.5
822,13.22,1,0.1,0.9,0.9926932007795978,-156727.5867847298,-0.002706303711343355,0.002349098262397502,32.083939713442575,37.26389999019352,2.5
823,13.23,0,0.0,1.0,0.9698814151860818,-156937.9366656374,-0.002613621685696473,0.0021897587175468847,33.30871736654242,35.17069555874267,2.5
824,13.24,0,0.0,1.0,0.999999906780114,-157003.3152910768,-0.002172473594252829,0.002674960610039218,30.542882617027296,38.600281721409466,2.5
825,13.25,0,0.0,1.0,0.9999989679113005,-156956.45872057372,-0.0016625329927099184,0.002766159644009707,25.110499484884077,36.15173111957794,2.5
826,13.26,0,0.0,1.0,0.9999997548682155,-156935.54828182707,-0.0019730413335714058,0.0022876929087601253,28.507611116070734,33.65997365965119,2.5
827,13.27,0,0.0,1.0,0.9997219126300366,-156967.67821337472,-0.0030629445508600886,0.0019490146701080682,38.71970756481429,32.569908713712096,2.5
828,13.28,0,0.0,1.0,0.9999983786708265,-156945.33253398133,-0.002893997481348465,0.0023431599980174925,35.262483607389925,38.665880932675094,2.5
829,13.29,0,0.0,1.0,0.9999927739792145,-156885.62466607167,-0.002364942735202694,0.002821875121868239,31.003790118637976,40.106894798443776,2.5
830,13.3,0,0.0,1.0,0.9999980106993609,-156956.42762675346,-0.0022670163401795774,0.0027249546448343967,28.495211306694127,35.58400722346773,2.5
831,13.31,0,0.0,1.0,0.9999755973131306,-156864.1070883138,-0.0024869871242101157,0.0022062085053397807,30.61522080064156,32.21874371696068,2.5
832,13.32,0,0.0,1.0,0.9998901455206589,-157035.98784048847,-0.002818891478674354,0.0024474137536329254,32.95907866621345,37.32376039987289,2.5
833,13.33,0,0.0,1.0,0.9656241950665614,-156921.4180966777,-0.0026821748110839325,0.002709652600772855,35.94493730527659,41.80748739325702,2.5
834,13.34,0,0.0,1.0,0.9718309190543839,-156949.80731153925,-0.002540366513524482,0.0024817445861778737,35.3533651911605,34.99653887146016,2.5
835,13.35,0,0.0,1.0,0.9762296845351589,-156936.15388183203,-0.0023255632492986907,0.002113773076623658,33.799338134836965,29.923422788382133,2.5
836,13.36,0,0.0,1.0,0.4642112683426579,-156970.62585800476,-0.0025547581905069395,0.0022809805494995268,36.743488093073445,30.454954815689515,2.5
837,13.37,1,0.1,0.9,0.9187263484053,-156701.61696053782,-0.0024961091632347103,0.002708598734065983,35.0880414849085,40.20483644978931,2.5
838,13.38,1,0.1,0.9,0.999999860455146,-156656.8952068533,-0.0026959454972897267,0.0026517727006047515,35.483629440039955,41.0010185201675,2.5
839,13.39,1,0.1,0.9,0.9999968258773297,-156725.91712429086,-0.002756508889387168,0.0022953622058041316,35.17485314370449,39.39623733717801,2.5
840,13.4,1,0.1,0.9,0.9988450420165439,-156650.7507337599,-0.0024863367037554,0.00241285667242488,30.256224631152936,39.03874305148418,2.5
841,13.41,1,0.1,0.9,0.9526769265006161,-156711.12492678268,-0.002229393392272673,0.0026891046478071867,26.77338046229481,38.72916026477912,2.5
842,13.42,2,0.2,0.8,0.6069439938997631,-156501.84538483823,-0.0024766448537959585,0.0024141751549993,30.459836709712715,34.67632803210688,2.5
843,13.43,2,0.2,0.8,0.892253989941825,-156723.97436522716,-0.0027568880379737377,0.002435635799164762,35.09613073231045,34.09068476728172,2.5
844,13.44,1,0.1,0.9,0.742664613996483,-156581.02708513677,-0.002386503557023035,0.0026720433120219125,31.027271819062772,40.73457613036242,2.5
845,13.45,1,0.1,0.9,0.8886147931317663,-156630.8296838455,-0.002492195377320909,0.00239504739132704,33.681592175499254,37.391460013710315,2.5
846,13.46,2,0.2,0.8,0.9639563869355379,-156577.70973850132,-0.0024075357236624864,0.0022995441260858216,31.771213454331495,36.92743323040434,2.5
847,13.47,2,0.2,0.8,0.8244062520153316,-156609.61689941894,-0.0022732615749288133,0.002417855144776963,28.10794463648888,35.27376081754655,2.5
848,13.48,3,0.30000000000000004,0.7,0.789057643430054,-156642.87334567512,-0.0021268259171589995,0.0023633581637772143,27.30630225873046,34.69138041978984,2.5
849,13.49,2,0.2,0.8,0.40790511724514505,-156652.4634867609,-0.0022834780407309254,0.0025017500981284802,29.54710653864136,36.20050629072851,2.5
850,13.5,1,0.1,0.9,0.8445822596135738,-156658.11510732977,-0.0024920312089440856,0.002572194867224719,31.957621638317203,37.142972204662726,2.5
851,13.51,1,0.1,0.9,0.9413944898878707,-156710.11989811482,-0.002415109809466388,0.002507234765722183,32.05915478523222,37.62232392446071,2.5
852,13.52,0,0.0,1.0,0.9784779614986122,-156837.8528976727,-0.0022496194378822925,0.002563328044061365,27.44440885829871,35.810537838610934,2.5
853,13.53,0,0.0,1.0,0.9999319994341572,-156873.947015218,-0.0021893693156431076,0.0023641219670326973,25.503381677817945,34.58619604798746,2.5
854,13.54,0,0.0,1.0,0.9862620465532027,-156897.18126819204,-0.002598726459230507,0.0022701771364705007,32.311252934096096,34.91945962131328,2.5
855,13.55,0,0.0,1.0,0.9955681074697754,-156929.29871120024,-0.002410938281627359,0.0026436246739857446,30.24679244989645,41.16191528919384,2.5
856,13.56,0,0.0,1.0,0.99514351381623,-156860.92685392412,-0.00223290567759004,0.002330471381260817,32.52181207362824,38.64862521265637,2.5
857,13.57,0,0.0,1.0,0.9883399227936129,-156957.67456037033,-0.002598581336137437,0.0023768944417057163,35.13925845663563,36.17744733980948,2.5
858,13.58,0,0.0,1.0,0.9961390076452431,-156886.33342207933,-0.0023089221608242456,0.0024984016181258638,32.875583894017645,35.83442952081855,2.5
859,13.59,1,0.1,0.9,0.7065417989499769,-156683.40857098886,-0.0023439833219654174,0.0025096456513301235,32.70864121702257,34.38616239963526,2.5
860,13.6,0,0.0,1.0,0.8630517511298769,-156946.28880847097,-0.0028245721230669312,0.002580890709208241,38.35466094863441,37.80467601562578,2.5
861,13.61,0,0.0,1.0,0.999994143779685,-157036.6731804611,-0.002711204645301009,0.0021867287472241773,36.87742162680579,32.958229778381835,2.5
862,13.62,0,0.0,1.0,0.9997404941823642,-156954.7597523626,-0.002604088650862216,0.0022694075891731996,34.074461667508,34.05801085568625,2.5
863,13.63,0,0.0,1.0,0.9992379978839214,-156909.78008298902,-0.0027270093620631085,0.0029164141278256893,34.29042187076953,39.89755806234738,2.5
864,13.64,0,0.0,1.0,0.2426638191430059,-156962.64008488719,-0.0024094191800326527,0.002540638564660876,29.83409605332104,36.83069408612243,2.5
865,13.65,1,0.1,0.9,0.9990197340092108,-156694.27342008037,-0.002789624931982088,0.0022977685764077895,35.36736595057096,33.135340125685005,2.5
866,13.66,1,0.1,0.9,0.9995842859593022,-156750.29503207305,-0.0028293259219838544,0.0026758364622211503,36.68899252496396,39.4356907498529,2.5
867,13.67,1,0.1,0.9,0.9931564037995891,-156656.48404067426,-0.0026846111397755006,0.0026258485629252707,34.98960211992171,38.62290249469551,2.5
868,13.68,1,0.1,0.9,0.9994442558545887,-156635.63689952937,-0.0024346476576585173,0.0021802660207950373,34.067624374136436,38.44608198677005,2.5
869,13.69,1,0.1,0.9,0.39081937075294837,-156803.02797601448,-0.0026135632478592225,0.002258092297576956,32.94924676555868,34.84702818905403,2.5
870,13.7,2,0.2,0.8,0.9971665609377847,-156656.5801940869,-0.0023780728516210195,0.002678670963163217,31.0520650461452,38.69936908749587,2.5
871,13.71,2,0.2,0.8,0.9944296538012763,-156593.3401774943,-0.002016809532267852,0.002757189980930888,25.51525298327416,40.37346610083942,2.5
872,13.72,3,0.30000000000000004,0.7,0.9676631437311979,-156621.51695775372,-0.002407504573748117,0.0024756974640414075,29.386930818562426,38.7758478926126,2.5
873,13.73,3,0.30000000000000004,0.7,0.9170747308738977,-156682.75190393376,-0.0025678783480581197,0.00215857720841492,30.648055500410507,35.77961169492141,2.5
874,13.74,3,0.30000000000000004,0.7,0.949385556578872,-156722.8879605267,-0.0024529669857299274,0.002245174446678994,31.559992043735875,33.82177977270856,2.5
875,13.75,4,0.4,0.6,0.7305855713454631,-156633.33578698785,-0.0022392710197251483,0.002713614234835627,28.99037671941151,34.2967565151664,2.5
876,13.76,3,0.30000000000000004,0.7,0.8974685269572877,-156634.15353362222,-0.0023417941600749476,0.002562488479566702,33.82981894274888,32.067620055939585,2.5
877,13.77,4,0.4,0.6,0.5157823084387859,-156623.8002559864,-0.0024797630767766027,0.0025089854298246854,32.194179001810454,34.19105968867497,2.5
878,13.78,3,0.30000000000000004,0.7,0.6209983482272375,-156763.0120822062,-0.002576254853948859,0.0022612848749749026,32.584094189892284,34.06060497947287,2.5
879,13.79,2,0.2,0.8,0.993466119955112,-156656.9928828788,-0.0023022571440107762,0.002597230143676062,27.710689987623628,38.86854228243293,2.5
880,13.8,2,0.2,0.8,0.9981925583699328,-156745.36894695123,-0.002037836815005702,0.002490584010244305,24.89012659927761,38.22806408554171,2.5
881,13.81,2,0.2,0.8,0.9412045706057593,-156635.8312043805,-0.002282457469327502,0.002433702551513069,29.153194616357723,38.80835682649252,2.5
882,13.82,1,0.1,0.9,0.9251930294851707,-156778.41675985765,-0.002717520932794067,0.002359488904800764,33.86746397350354,36.13631771716839,2.5
883,13.83,1,0.1,0.9,0.9386455071298968,-156780.7512508476,-0.002444025088759745,0.0024697200863029803,32.554977814520285,37.0660223952782,2.5
884,13.84,2,0.2,0.8,0.7575486535148529,-156695.95226920428,-0.0025121208679806566,0.0026752784188605132,35.74605763022056,38.885694076761126,2.5
885,13.85,1,0.1,0.9,0.8258584562421409,-156715.57913118074,-0.0025383677382762324,0.0026270237596582643,33.51655959103021,39.245518183112274,2.5
886,13.86,2,0.2,0.8,0.8282271284746324,-156729.49732441996,-0.0024355445434569236,0.0020675283775543375,33.230877191291945,33.198110315409906,2.5
887,13.87,3,0.30000000000000004,0.7,0.5114248667112219,-156751.32735330003,-0.0026468028179735406,0.002457499465649835,30.55136713071319,37.9561579818675,2.5
888,13.88,2,0.2,0.8,0.6571119580748683,-156642.25396940994,-0.0029187847284597498,0.0025528184603364284,33.14338999628236,35.75195004492604,2.5
889,13.89,2,0.2,0.8,0.2615315966646394,-156747.36143663948,-0.0023724892779323843,0.0025303100711355697,28.660668448633572,36.303938998804966,2.5
890,13.9,3,0.30000000000000004,0.7,0.8802678140601286,-156664.20372933976,-0.0023899368203708976,0.0026580948023342513,30.008629617136005,36.60343677361268,2.5
891,13.91,4,0.4,0.6,0.8575748327327419,-156655.9529900775,-0.0025672845593527303,0.002681313488268772,31.688500157489635,37.951615417889705,2.5
892,13.92,4,0.4,0.6,0.7979365969192542,-156658.29148645242,-0.0022679217517517242,0.002231036224593924,30.60974797637366,35.569746273705626,2.5
893,13.93,4,0.4,0.6,0.18974017619125916,-156738.04911601942,-0.0024229002343945463,0.002280320368045135,30.49564338996626,32.233010372792485,2.5
894,13.94,3,0.30000000000000004,0.7,0.9952239441891644,-156557.9025987359,-0.0022794441700961883,0.0025946894569080755,30.45623643160123,35.88774769849916,2.5
895,13.95,3,0.30000000000000004,0.7,0.8541115419242501,-156642.46175489327,-0.0021513069319255194,0.0023810492623265295,29.438411299312044,33.14517028525342,2.5
896,13.96,5,0.5,0.5,0.44310778506767506,-156672.10852896475,-0.0024453891759954136,0.0024438528312617346,30.43783873511676,37.40085574150099,2.5
897,13.97,5,0.5,0.5,0.8519411752996784,-156726.4705119391,-0.0025539233038866607,0.0023366740229658544,32.902588210598886,35.47544441589825,2.5
898,13.98,4,0.4,0.6,0.8912815888557537,-156704.365280298,-0.00194710613991979,0.0024162830731978085,24.353300231690493,35.097640268960824,2.5
899,13.99,3,0.30000000000000004,0.7,0.20911062191432828,-156590.2952830137,-0.002076564846507088,0.002672566346610235,26.834716388069044,35.131231830337,2.5
900,14.0,3,0.30000000000000004,0.7,0.2959712831296341,-156739.7169192661,-0.0025450481571892406,0.002636480658968761,32.00305221942248,35.37356466147961,2.5
901,14.01,4,0.4,0.6,0.6463248360976096,-156628.438354744,-0.0026982992370514188,0.0023859759059228756,34.667604999287335,34.026641518179176,2.5
902,14.02,5,0.5,0.5,0.9880202138764989,-156628.82567377135,-0.0024947107042525216,0.002586763946007949,32.284225495593525,38.27827793829009,2.5
903,14.03,4,0.4,0.6,0.26502022689180404,-156647.59167963496,-0.0023176824457880095,0.0023447793957331728,30.412629726115075,32.70364960719336,2.5
904,14.04,3,0.30000000000000004,0.7,0.202684417715668,-156636.10748405478,-0.0018356485637477191,0.0022132286366857274,24.48168023743271,32.72824935561905,2.5
905,14.05,2,0.2,0.8,0.9037375853947306,-156681.94301046824,-0.0023063112181191084,0.0023933390359118204,29.66793985318986,35.791176639955225,2.5
906,14.06,2,0.2,0.8,0.5808658287513699,-156681.31076635927,-0.002736385930631239,0.0024641405192922287,33.26803487257979,34.94410781557918,2.5
907,14.07,2,0.2,0.8,0.2746325357172358,-156785.71432508697,-0.0023138795923599294,0.0025459142542193893,31.59620245065836,39.963821380081306,2.5
908,14.08,1,0.1,0.9,0.9976306136015167,-156833.29638853334,-0.002333248017215984,0.002691873471426418,30.158962862511405,37.83870321963563,2.5
909,14.09,1,0.1,0.9,0.9976258548570707,-156716.4722611981,-0.0019719686731731172,0.002217954433984617,26.245298918717165,35.50839849477945,2.5
910,14.1,1,0.1,0.9,0.8627556309892292,-156853.1858800204,-0.0019639394907365266,0.0023337789272478418,23.956020590521295,36.198880279797066,2.5
911,14.11,0,0.0,1.0,0.738123852768336,-157062.73958902873,-0.002600126485335066,0.002595471635693781,32.12366649437239,38.851912048918244,2.5
912,14.12,0,0.0,1.0,0.9999999705554974,-156968.8859289391,-0.002558116038020116,0.0026316686836892205,32.64656532322088,37.947104904178474,2.5
913,14.13,0,0.0,1.0,0.9999970360208668,-156995.37355283106,-0.0023714779049203213,0.002591215122636489,30.779902937611517,36.04366727811802,2.5
914,14.14,0,0.0,1.0,0.9999848565379932,-157038.26172294957,-0.0024541141618877535,0.002482854898721187,32.18657805001618,34.54002794264088,2.5
915,14.15,0,0.0,1.0,0.9999966981954533,-156984.29278311986,-0.0024159654702901787,0.002274389548086583,30.393285814691225,33.90132355197781,2.5
916,14.16,0,0.0,1.0,0.9997515592011843,-157040.13798626495,-0.0025554126208942444,0.0022803947268937095,32.09269905783987,36.72187044854168,2.5
917,14.17,0,0.0,1.0,0.9106273566422997,-157037.3453513203,-0.002840470183097629,0.0025918054818989318,37.7759971466127,38.75827395698098,2.5
918,14.18,0,0.0,1.0,0.9723993357834748,-156960.77023380363,-0.002452443640878927,0.002551185902522882,36.438871632418156,35.97026885257544,2.5
919,14.19,0,0.0,1.0,0.10215374623996538,-157090.6218557253,-0.0022318025126091784,0.0024458336626964044,32.15884135832172,34.30355462593815,2.5
920,14.2,0,0.0,1.0,0.6329758495859505,-157027.60421074778,-0.0025800216800253564,0.002413884308746652,34.511501635034435,35.85135500845909,2.5
921,14.21,1,0.1,0.9,0.9999984704496568,-156759.9708565633,-0.0025883265469070793,0.0022633471647180107,34.91649792784039,36.52399439057913,2.5
